blockNumber	transactionHash	status	gasUsed	cumulativeGasUsed	effectiveGasPrice
8997359	0x3f9a88b4490c385da4cde13a27f14b0b4d1e2978294111d094c2b59214348538	1	84921	2517484	48000000000
8997363	0xa704d560abcbe299adef37bdd27dea754297bcc74834d5b935c527473db34464	1	99801	5530753	48000000000
8997378	0x209d5435cd6384daa517bf0514cf68361645fec24bed1edf092418675dbd3f3d	1	99801	541722	48000000000
8997378	0xc3c643a69dd861ffd9dc6eab14ff46e3591c501df80c5c820dc1d24b407737c2	1	84921	441921	48000000000
8997401	0xb56719989b19da15c0601c2eddab0e89d3e61f1aea0884c5de0f0a7efbb428dd	1	84921	1165757	45000000000
8997401	0xce835e34d5978f75e45ce227567c042afd847a1527d8af755293c776e54e200a	1	99801	1265558	45000000000
8997418	0x6b37a5bf3ca9e88c2fda862c6345bc052745673f1c2321d5b5f49dc7bca02e16	1	99801	216690	45000000000
8997426	0x485c2edfbbf9ce35e8cfd730855885b0d6690133fb434f277042fcde769cac35	1	84921	194336	45000000000
8997426	0xa064d1cae457dce6f38e57055038ba0790f7395c4a17da5cad3baf7b64f0cda7	1	84921	279257	45000000000
8998037	0x24b4eb49dd0921b4d8a7c55821a7b053f7f5e9983fc5b8889d021095c5bf86f7	1	99801	2815045	34500000000
8998038	0xdc7f8a521bc256d25d555e050d39f6c1ef84f3310a3a223ff59a0dc410c6bdb9	1	99793	748303	34500000000
9003159	0x94dff88123f750602198a6ed894c62a8e42439c87bdf045d165f3a9c47f174f3	1	99673	1334522	24750000000
9003162	0xf481606bb762d097377e74a7d409c26d966f682fc77fd1debf296ac843d55bfc	1	99793	351959	24750000000
9003769	0x23f6b20b1b3a8617bfc4718b8d9f224f9dcd5ce4024a74b47804860afe521f3e	1	99801	2239797	27000000000
9003771	0xc1fda96c3039401e355fa24cf959ab9742822f91032d6f9127e14f6dbd4de8e4	1	99793	7475866	27000000000
9004844	0x40e7bd18388ff11978736ec68d5a7760859902ff25ab3694db60589a1cf4fc77	1	99673	366534	19500000000
9004846	0x422830817a14615dd66506a0967e6e0801a5a43d4f7db6ea402e32245f6659d1	1	99793	2028434	19500000000
9006029	0xcaec8e02489d276880a341c20d0f675db6751acd8c50941c945668f01e14698c	1	99673	4018106	15000000000
9006031	0xddf1147304b0bc50fd17c90e6f1c9ce30961645075bbec5622e3205c0da8dc37	1	99793	351135	15000000000
9006431	0x6b1b5d19b0874f7da29a4a60d56639bdbcb26620f675f1dfc601492477cfb626	1	99609	1908104	15000000000
9006433	0x81f1e10ea8aa8695c128087c7d3ed794f3b847afb91cf15a1b6ab550c0bee1a8	1	99729	733016	15000000000
9009294	0x11a6ff708e0a3d74614b11c1ac8d1ff01abc23bdde102d55031447c9d28ea11e	1	99673	292336	22650000000
9009296	0x14f1be0dcfd0c31236e5ca7fb4c3936bdd261ae811fc5959526ea284690d64ad	1	99793	2293836	22650000000
9009416	0xec8e8f72f63585fa268f9915d25834631161dcdcaa11ec4dbb98fe2aa5f9b898	1	99737	2350580	18000000000
9009419	0xea7102360e3635795c23a1a9e1fae10b287881c226eaa5d1ffa6828e62f39538	1	99793	1949746	18000000000
9009522	0x633388539a98b87488915d4860739e8d9945351c0ea601b64430671469cadb5f	1	99673	1400435	18000000000
9009524	0x72e6415c01d1ca0339f2c58276b2144b25881d5fd96b1c9daa1b7bdeacac9e3d	1	99793	7154691	18000000000
9012628	0x579a90170e2f8cfd2b170932e1b9b0f65d54797d07978762c8ac3d57f1b001e8	1	99801	745752	16500000000
9012629	0x8191cfcb0d50591efde69b98d5c9fde36684cf1f43ff8292af70c331b36a107a	1	99793	4665415	16500000000
9013522	0xe831c5decc745d69f18d989a1e01daae4ee65904acfe66b033de1822adb19e08	1	99673	4206177	18000000000
9013524	0x306f14879d108cae26ae86cab7ceeb4af1652ccb340fe582e2f8e4b9ce82a40f	1	99793	612574	18000000000
9030238	0x4a0a1c94208b54a6ba5ae24d98022068dabc75ebbe74f3811189dac79a0869f6	1	99673	1056713	25000000000
9030260	0x8fe7e6ceed8f7e01c3d0a1ae69cffb9af4875a47d0f79dd06f95790a013159ec	1	84633	7693421	15000000000
9030260	0xe0b889222b5fef6e26158af05a4931c90186938659d2b4b1a5a4dc94ccd825fe	1	99673	7608788	15000000000
9030261	0x61e2387712e3bba7c46792055b90420711eb7b0320a497a84fc2e76a11a244f2	1	99729	1561912	25000000000
9030262	0x7cd28c0576ecb90824eebe45733dd6d19b25d602c064bd4deb9d428c7b6ca59b	1	84793	2441598	15000000000
9030262	0xfddeb44dae405a729c5ae4e411d473c262ef003504fdc0341a303d0a09db76af	1	99793	2356805	15000000000
9030264	0x08d83fb5797da6e48ebe93173071c102666983ed1df3394ef4bfcf9ad58f11b3	1	84793	921908	25000000000
9043374	0x2e160718ca0af5c8a8b3b728791ff988648702b3e3ee4b063a1528dd94a4698b	1	99737	2383848	25000000000
9043402	0x932dd83c012c5a137335c2c6e296bd141f0928ad9627f4be2bea3c9ad6bde5f7	1	99801	512563	31500000000
9043402	0xf0eb86a1bbbbd332e3e2b4b1142824a0e14b3f56823359961258ef618e0d9c52	1	99673	612236	31500000000
9043403	0xa6c0180a020ece9dd31020c6f99d9471c159886369e80fcf9ac01ac047cbbbe2	1	84697	320028	31500000000
9043404	0x40bfd669eb880db2197da0982e330e1d969d23be1bd25f378f7e9b17511b0f50	1	99793	162793	31500000000
9043404	0xaf9bf0b1a3ea5491a99587973fd7ff4b435ce0ea24b2a998eed37d7e46148731	1	99793	262586	31500000000
9043405	0x859af51a8e4df4a06d6c170983d0b8bdbd9f7dee2180d92e7e8284d09860c39a	1	99793	1112366	31500000000
9043406	0xdf6edeabe741b803c03c396a69e9eb487d3656130a36f594f0b0fca9f404b6dc	1	84793	4771871	25000000000
9046938	0x68f01f00324769a55f10beed65320e23b5bc6b2d7cda659faf81db1b04c65845	1	99673	1068299	35000000000
9046963	0xb0b7eb30b3199e44230532aca337f8b197c7d9938fa452bd23ead96e1e657a35	1	84633	5251988	18000000000
9046964	0x7fb4cc4a3924bd591facf030e0966e71d93d628e8e5aea1ccf24a76b2c312613	1	84793	7780741	15000000000
9046964	0xac60733a73fe5d74fca6e91a5869e105ff8126f3d01e4b870817a577d0a7b0a3	1	99729	1865863	35000000000
9046965	0x0645c9407228e4d32068d79b482f638541e6f972e1c18254d6f03135bcea938a	1	84793	84793	35000000000
9048753	0x89586a42f303e447c7dcb6aa15975cacc6f119281aa5c6ed73604ecab6bdaea5	1	99737	3893498	35000000000
9048768	0x46bb5cbaf2fd438c5f666f10986a661cebb831d31ca0dcd74ea584694f1b62d6	1	84697	6431930	18000000000
9048770	0xe4253aff8b7eff84813031550a358115395ce1800bb40244f7e31eb777ea5837	1	99729	138194	35000000000
9048773	0x4dd8d8644d2f03315487ecfcd2392e8ed4fc35f9f3d2d92e8c8c6366d87f5b41	1	84793	2006041	18000000000
9048775	0xd53572cfcacb681f95663bd159ce95fb2eb59f1cd47881116a86877b1b9e2129	1	84793	1391146	35000000000
9052996	0x016a18031c798b4e387ab0cb37d9799c8d233b113086cafa7505b32171fca6b7	1	99737	1630759	35000000000
9053015	0xf35650d1a4993a5ccee93ab12c874bf0f0083b4c1701c35d0dd6e5a0f29c3d8c	1	84697	3194712	23100000000
9053017	0x35eb2fbe363a25fecc5cb58859e62a788c570cdb339cf6f8138e29eb6aee2953	1	84793	4578218	23100000000
9053017	0xef287c0f43fa38288531bf05f642791bd8b489d80333b7077cb928d2433090d7	1	99729	1330163	35000000000
9053018	0x11cdc30f56f08d0ad9f02b29e1fbc85eb1da688eea0e13fbb345d6756da9bad3	1	84793	964244	35000000000
9053021	0x6787724b2bc87f20bf68ff653a442e4b101b48dacf399fd36b19917d850076dd	1	84793	2960019	7500000000
9053023	0xb962564be640f1ee600f0d3359414178cda311f0defe450d7b2de9e54a28d282	1	84793	767940	35000000000
9053024	0x1c903b4f6ef16e39f3fb3e886385a692d6aa8f3d64d1013f291082f7802e0549	1	84793	3651929	7500000000
9053026	0xb91331b198f1f6f7c913a72bef71538c25049a07578171e4240356f650d381ed	1	84729	84729	35000000000
9053031	0x00e53523afb0f08eba70867f123c5712092bb3aa170d3f370e52c41d5539a5ce	1	84793	2981756	5000000000
9053033	0x573733a125c69259774b5d9ea3f22cb16055c2377fddd1c7e5161428bf3a1d1e	1	84793	160772	35000000000
9053034	0x427aa39d83966df4a2c826369ed8ddd9e981df6c6ab5f2a06344bc967540893b	1	84793	6719287	7500000000
9053036	0x29087875905aa3b296e5c8b59bc2f943112bfc4b1fd82f138f344f0a21d02878	1	84793	821071	35000000000
9053037	0x167d15d6580ebf5f7b7994f355ff2c8119f82a10280821ac0de54f0437870f10	1	84793	4402398	5000000000
9053038	0x472eae723ddd814801e91c5de179ccdef37bab381fa035f619f28bf156dff8ed	1	84793	2449609	35000000000
9053041	0xb082a5af10d6d1e30e348c3e1d9c11917a71af5e93df62f3dfa7a81ecd38b093	1	84793	9446055	5000000000
9053043	0x8400ae0af3e2a076cce1aa50b7813ff1e10ec869f22a7356a621aefbb39929d4	1	84793	542705	35000000000
9053045	0xeb8c293a23d2564a1b4f5a294eb11ddacc182f5f874b11b92852b695d9bb3d66	1	84793	902549	5000000000
9053047	0x864173d0cbcc90128b233bbf2cc9de3f2074451b43a6b88ad5ea11978883de7a	1	84793	183730	35000000000
9053048	0x04d0bf31cabbffa39c59618bbdcb4bf2267d5c8efc47ff64aa41a3fad1afd143	1	84793	8427605	5000000000
9053050	0xc66d3f535839cc136372b2923deef19ca4204761118132bb7190cfa20129bb32	1	84793	2124319	35000000000
9061130	0x0f6388a40d77d080b6c136e138f1c1008c68ab63230c1492bd1648ad1cb5a8e0	1	99673	1698385	35000000000
9061130	0x6cffcd281ea2a3a92454d128d5c289175793f479c47d503820dd33b6c449ff22	1	99801	1598712	35000000000
9061133	0x16d459637eeae37b3520965d306aec7924505ffdd346e4148c8b3a06526615d6	1	99673	99673	35000000000
9061146	0x7a2395d62aff6245c43d08cbbe1578f65b09819b2b039b8e741fed9f3655ca07	1	84633	3362266	16500000000
9061146	0xc2b779fc97b197d3c67aeaf49697ea90d25ee2ffb2b4c841a18a7904dfb3c481	1	84761	3193000	16500000000
9061146	0xd8371f0314ebba392dc816dc10e93c1a36387aa652299e3cce7ac2ca1f77c6b8	1	84633	3277633	16500000000
9061148	0x3a84769a5ac1824a320ece8bef9cb98c038aa8be1a7b5c8e323aeca1e439f1af	1	99665	820978	35000000000
9061148	0x436818206cca9d14584a173d3ef508a3b716e9fb10ba11733c1e0f3ccb9eaf8c	1	99793	621584	35000000000
9061148	0x5f4a4d0f1966998cf515886df171b47135d6ed85036aff17ec130d9e6aeedc5e	1	84793	2312092	16500000000
9061148	0x63765b980294872d8d1f66fbcbbcc0675da1ee2c39a6d172f5d0f0baac7ed7ca	1	84793	2396885	16500000000
9061148	0xc161721fdd28f883347a092014564603282309fcb17d8de2774a2d4d330a18cb	1	84793	2227299	16500000000
9061148	0xc90d0c0f91eeed420d08c095259737462aadc4b083f2ad7f79e9f12ae4fe27f7	1	99729	721313	35000000000
9061150	0x3b9b17a84077644a3cb111357a852c71713cdb73771b61c886935f70b66c94ab	1	84793	254379	35000000000
9061150	0x78d1b9d1f02b7fcf42c366a4ffe88bcad514a928c8756de343dc5644871c1388	1	84793	84793	35000000000
9061150	0x8f271dcf7fa7beefe6dade6196fa355cc97eb6eba9db49c9b9711d410a858bb8	1	84793	169586	35000000000
9061153	0x6e97247985a380ad074df4a48b5fe96a92c38b0a422c8a3a5ae876e29c1db2cc	1	84793	1150977	15000000000
9061154	0xe5a60b6365de9ec7e9a6c8d70b73cb957b133ac25222e63e78939cb183c7e268	1	84793	1460242	35000000000
9061155	0x45861c5827a01d4ffba31b28651b64948a19113acb20ca73d4acfc51bacb0e43	1	84793	2079715	12625000000
9061156	0x3fb4e123eb3fda58e460ad58c05710fc94b26bc876867901558beaa9dc88d3a8	1	84793	313305	35000000000
9061159	0xa6a03e772f84645e6e81d76d6b1a829cef5dc2f7aaec92df7779554ecd98d551	1	84793	2437186	12500000000
9061160	0xb221ac283a51ff0728171f5510e05cececef06cfd27f60b6d02471390c4c5872	1	84793	84793	35000000000
9066381	0x50b517b8c5a1b169b21aed94c006c57c352b51460e3e096443e4b14949eb31c4	1	99673	259117	35000000000
9066382	0x61bb44fe32ea8af6fca754616879d1bacb8a836a6cb47f998a3cb298470de6b9	1	84633	1849182	30750000000
9066384	0xb07eddeb09e08c8c01a81df74105a41094dc97ac6af3188ef77ccc7432b17317	1	99729	299959	35000000000
9066384	0xd9547509b56aa1840097507cd5ae33b8c14b83a411ec78f47eabd739050adf40	1	84793	619676	30750000000
9066385	0xeebc1f90b5d7c037c29a5c983d095a50647b92123f03410295dc44d047c4755b	1	84793	282638	35000000000
9077117	0x078243e965354d937ce72d2f7d1bc87fe83ab8c4c89d956a4435b12e2a394a98	1	99861	306003	35000000000
9077118	0xf5d098e1325bc76f0ae6860d2437a3e4b6a70d659c9cc6a3713f2eef17926289	1	89021	1369396	30000000000
9077120	0x9898770b1f68c93fb6aae4730e210e13de0dbf4820104040be482e9fcd81fcaa	1	107665	159729	35000000000
9077122	0xc9bfba9b4fb0f1a14592f8afa1f9071fb1edead41816464b3c311a8a2337443d	1	92677	1356870	30000000000
9077124	0x47eb49749b53e10ef8f2da4755dc4f94c72c00ad30f170e21e84ac9e15d1dcf7	1	92677	1949587	35000000000
9077131	0x2d7e7518904a79c568160028e1d2a79b12f2a88c8e038ac91f01bcb0be8c5355	1	92677	2306487	5000000000
9077133	0x17f7657038a1f53a2b20c81901370c2229fdcf546cabcdf752abf00e27092822	1	92677	205095	35000000000
9077134	0x3226a95bf2fc36f0962acbac4f615d0870ca3adb13b99f84de192ffe4f14b3f3	1	92677	5027131	7500000000
9077136	0x65f5bce6783707a7fd401d93ea212b6916b9771280f6a0014c4d3770fce5bf72	1	92677	1463707	35000000000
9081170	0xd98108c7be098c92a1bc9f63b93f0885a686470a4d16247010ac1b04216fd855	1	99861	1420295	35000000000
9081189	0xb8b5a677447edbdcdaf989683d3d5cbd56a88340b3226ba79a857df3ec81cd01	1	89021	1152560	15000000000
9081190	0x724f50d8c1518e56f8834f8356889b2b183f9b6ff6adcbc93341080516e38c9c	1	107665	571700	35000000000
9081190	0x770ea867246bc0f3739051220aa06bd1424131e0ce6a8ae9837c06dcc2460e6a	1	92677	2360613	15000000000
9081193	0xaaaa3df339980a264280e998dc24456b4ab3aa9de473aec2c73ec53f78c2e7ae	1	92677	429514	35000000000
9089839	0x5f2721d6a6b1ef8095c5fa036543551bd52fc6845c096a90e890f6643b06bd34	1	99861	687385	35000000000
9089855	0x7a116241f4093f23384d97a9fab1ae9963dba5de8b0a3acba5fa867ff5a6cdd1	1	89021	225080	22500000000
9089857	0x5b73659f55c3ec320a5aa24f7ae173e7dd20037b1863af3c9796833d70b375ef	1	107665	504971	35000000000
9089857	0xdcbcdfea0de1b96ebee41848aa10b7dfdacd8d65ea64b157a4269fdfd76f8a81	1	92677	653845	30000000000
9089860	0xe3d1a246378f29658e4f187cf35d3cfd34322f36cf4f675b1991e435e7f77e7f	1	92677	113677	35000000000
9089863	0x6f59eff49c3b829c04903d9175ed85749d2e0447b4dc55080b8a63b9591f6e3a	1	92677	1084562	12500000000
9089865	0x890d7028e003e98905a51dce912222bd2cfccd6c07cbcb4cba831ac899c6e7cb	1	92677	92677	35000000000
9089867	0xa578697c85d3c146056b24f3b007539ca5d7d9e108f0fa170ca83e426da89dce	1	92677	835141	12500000000
9099961	0x3da54cd0c8243609159623faa7583da1286504827770087e221f1ab7f363c044	1	99861	1840162	35000000000
9099961	0xa72ab7df5e228f08cc732d6fce452951cc612bd5e330bb9f41d9321576afc935	1	99873	1740301	35000000000
9099984	0x02efc0e4456305e275a654d6c55ae08d3b083cea517b3ba46c588c675203a41d	1	89033	1890383	30000000000
9099984	0x9610ec42327df24226e6354bbfc500972633c4dc6df8134a93ad964fc59256c9	1	89021	1979404	30000000000
9099986	0x440dc13394b70079a007209b10d72326e535c358a8d5fc8828c63604f59862eb	1	107665	107665	35000000000
9099986	0x95ec43351f1424365147c08bebc738c58f00adb8984c6406949e2ef4068efb86	1	92677	707434	30000000000
9099986	0xb23b9c3dddf7a840ec14d6ce2da44f009039344947f9f6eb5646c9890b5dd1c3	1	107665	215330	35000000000
9099986	0xdc0a3aaca1fd87aea70e26b733212c0e9befca4ac3c56d5b94021ffcba0864ea	1	92677	851986	30000000000
9099987	0x492fa8aa7394930e89867b03cb8c147a2f110e46d00f041ec7ebbe63da16a77f	1	92677	354395	35000000000
9099987	0xc82f52e4dd1e701815c5b926cbe82ac949c11d8ebb1e481fd224af7f8db7b631	1	92677	447072	35000000000
9117178	0x4de888d5b1fec97c6dd9236d9ceadaef082a8ba17884a5acb4ff3ce043d2e44d	1	99861	770218	35000000000
9117178	0x54494a92b0e4be840b5ab10d6b39c26b5e9c8fe8fb586dba0e1c3ca48184f552	1	99861	370750	35000000000
9117178	0x627c3fc6201959f290536ade166bf6ad3b9f260a8e628685a50e58a70b5569c0	1	99861	570496	35000000000
9117178	0x9bed64036033a5785420bc87038a2d840a5a3e1c4ac05c3c14e9eaeba8c9d4a0	1	99885	470635	35000000000
9117178	0xc35d3fe0cf79b108cdb09f42c4907199883cc2a969bbf70eaaa1395570e03d20	1	99861	270889	35000000000
9117178	0xd5e195a00ef0ba6a05bfeffcc33698e90829fbe02fdafeb9254d6845675e4f04	1	99861	670357	35000000000
9117179	0x2367fb3a39530039e3f64283e110190e150d41444c6568fc53554ab7fa8f7a4d	1	89021	464012	16650000000
9117179	0x27ef63aea226f887097f879ca528abdacb3e47d5972f43837328910197eb986d	1	89021	642054	16650000000
9117179	0x383b903e2f3acee4b7f4df586bffa6ec9587716420bb981e3f4c72456b6400b5	1	89021	285946	16650000000
9117179	0x8c1c96bd8719112a537d759ece0a153af970d5a897d65fb763d69be354e6652f	1	89021	196925	16650000000
9117179	0xb1fe4d96b1509c2f886b20e869af472297702892513761daa0947dc43be3bbad	1	89045	374991	16650000000
9117179	0xe4d65e28748852d0406cbe6a77af1e8e045544ab225a610182ef269c500df59b	1	89021	553033	16650000000
9117181	0x0134780b67c020e15df237d6e69bf1d36a920d457232219c104e0a2c870555a5	1	107677	149677	35000000000
9117181	0x0d9877e02266a6140f4ec34cd369339d979b7101fde4e6b73dd7bf2a49caacee	1	107677	580385	35000000000
9117181	0x65b6e419a58b9cbb4f1570dceef8d26006af408d1782469e4d0b194934e6018c	1	107677	257354	35000000000
9117181	0x7a800b45190260a6c07bdf10f92214d29f610d48f1dc17fe124c9c0f56a8569b	1	107677	688062	35000000000
9117181	0xb9591a235ce9a1dae371717020ffa48c2d9132849841ce8c3dfb0672a26bc57a	1	107677	472708	35000000000
9117181	0xfc9ccd47c8a39993eb7d4ce291cf3f351d6f4497e8dac0387520e9a6f604a4fb	1	107677	365031	35000000000
9117207	0x2b2a62f5544f29025643e0ee656ecb6f3544775011bc2847618cebb8ae1b4ef2	1	99873	421111	35000000000
9117209	0x6073e6306acd71c9005aaa324e12e3984dbf8defc1777bc05c537e851c111927	1	89033	461266	22500000000
9117210	0xe42ab20c0349a5d54dd48d9793ac37e755123c80fc9aefba516da81e7835e1fa	1	107677	586248	35000000000
9117408	0x97b89d611aebcea5edc1254800ea14ba4a270627fc75ea4144e3534dc907d843	1	99885	654526	35000000000
9117408	0xe1b3742a054e3d212446256c80f7b029f2cd69b90cdb0d294e0d09ffd99fbf7f	1	99885	554641	35000000000
9117424	0x70eedc055be7b2cba6036cc452a6e4934b0bee509ce17ca7462c33d69a2d66bb	1	99885	99885	35000000000
9117425	0x343a56db6ca1011653de6ebc1b20c5216e675d6fb1f4b000052541662600af66	1	99909	180035	35000000000
9117425	0x61f10af712a9acc2c70373d32f78cbac1bdf7796cc4f15ef1a69bc059b25a756	1	89045	972242	15000000000
9117425	0xb853f698006a3f77d14fce327f83b9011d5e18bf623f1b25bbcf143b369a42dc	1	99885	279920	35000000000
9117425	0xfad2bcef2515a491e1fd52097a280b3f6b9263c681793cb7574e70938257c7d4	1	89069	1136087	15000000000
9117426	0x8bb4d14c5b6ba25897fa72c485f1b301ba2b1f59dd8038a56076e5b54e025df1	1	107701	630031	35000000000
9117426	0x8d3268b0a6102173796b904ef32336d07f82bad54ccf6e7f2a6643b20bb20efc	1	92701	722732	35000000000
9117427	0x60f8eec4ab782fb64c17e00f847269049345d85c0b4dc6efc67f411c50d808f0	1	89045	2844523	15000000000
9117428	0xb0a08a01c0683fae258dc93131dd2b6d2fc4bd89ff8470debfda4624895e9367	1	107701	318655	35000000000
9117430	0x55e2e275e73cf561dcc2c68b1dcb2e44c3c2bafda350832d6eed2053658f3303	1	89045	178090	15000000000
9117430	0x6eac5fdd4ddd810319badb98f6142419a3951712abfb6903a8d476ade753cbd0	1	89045	89045	15000000000
9117432	0x20eb7fe0c17b355d462a3755294975cbef71a166e6d4599787390826fd2357a0	1	92701	226623	35000000000
9117432	0xa9af020c1eb8ad5b74c757f78807fb5077a40989cefec2258525d4238d590858	1	92701	133922	35000000000
9117441	0xf58fbf629d2b6bf6d60d33c4b306053b0e47824c8dcc121d256e0487cfb4edb9	1	99909	289297	35000000000
9117448	0x5979189806c64486b2cf231865d25cb621854837024747fbbecd953aac452a41	1	89069	2552052	15000000000
9117450	0x300ff129bf00ee4ae004d044135f0d6947108a96e9cfdf494db3bbbe57343a53	1	92701	1431071	35000000000
9121143	0x15a539196bcd7e0d475659ecdce9032f0d2141e8d5af650bb42d489dd0250526	1	99861	821717	35000000000
9121143	0x4ef852ac14bafcd64e415ead7e3f5b11fc264914163a60c0b3519c346c303d9b	1	99885	721856	35000000000
9121143	0x5bdba77b5d36b7b2678edcd6350978ab30f9d4ee026d259b22b25d9272670977	1	99861	1021439	35000000000
9121143	0x622727e97d94b05344859e1aa37f965fcc5697199211a2b342089e74ddf633d0	1	99861	422249	35000000000
9121143	0x814e3a724f59663cd6d645c973416b075f9332fcd7c8d1f42b5c40d3a06402c2	1	99861	921578	35000000000
9121143	0xa622e3bb75f31c9619ea43c9576a7189d4e3002074e8f7a868529a5af1d142cd	1	99861	322388	35000000000
9121143	0xb64aae7970eaf9dbba99b70830e4ad2b332de861022325f25e2b48d8c43624b6	1	99861	522110	35000000000
9121143	0xde05dfacf9fa484bf10748026a95301a4df259391dcf14caa1681748529b69a9	1	99861	621971	35000000000
9121173	0x18be641e4777aa7070e876f6b8f742a57db316382ff1616633a21efa72dbbfa2	1	89021	1822768	33000000000
9121173	0x3011cc53a237bc15f5d6406d7e9bbda4baa6909e1899bc61fc60e4ee49e05126	1	89021	1555681	33000000000
9121173	0x6966cbb8fadaa888691b2066e78703a1c86e1970f1d702b28c8d589aa405416d	1	89021	1733747	33000000000
9121173	0x8ef891d7b3843b9f35d45475ba42fd890b5fd759b58fa652bdb0b9fda1404c84	1	89021	1911789	33000000000
9121173	0x9c188461af2d0be496257b3d63350f0aacd4fd5e0a6cf5bdaeb321b403b1002f	1	89021	1466660	33000000000
9121173	0xc2b4644530ba11536a2d65ed8bdbf05b05c2fb54e6e7db3f4a0874dd7d813c28	1	89021	1288618	33000000000
9121173	0xd0d8ff0022e8b97d8e3dbc0a0a4dd57cf576a373e19fe8a416bc90694daa66f4	1	89021	1377639	33000000000
9121173	0xf19108c90434537f416544267f02bc5fc6f67f08607b9da6ab8fe698eddca1fa	1	89045	1644726	33000000000
9121175	0x03ebf9ce6f56ae6c2aa71785b4133487f985cf9f6d986184a6ce60d63675ecb5	1	107677	1281974	35000000000
9121175	0x1c1c3100c152d948541e85297ab8c6f29d0cce7fea907d9ecd05e5db88c6c334	1	107677	1712682	35000000000
9121175	0x2e645a1846561c2c19671259afb337987f1d06da908b57b938b4b6812d58f180	1	107677	1066620	35000000000
9121175	0x3079548e9c064c449afe61186ed3b6f2d0aad74aee9708681b65e30d1c0270ce	1	107677	1605005	35000000000
9121175	0x3292b6c744cd448dc00ca5affbfac9a441488f70d7ea4640f039d017761a4afd	1	107677	1174297	35000000000
9121175	0x702b95725ae51240157701e14c337f60bb7763ee7118e6318aa2445998d272d9	1	107677	1389651	35000000000
9121175	0x7f64b622adae10333152b217b704d5ae626a256be1494b7d7ceaf6e6b7ebfcc4	1	107677	294247	45000000000
9121175	0xc7851675680e241a9025f4c03aa2654cec24951302bfe15a6e98cba4d7cc0632	1	107677	1497328	35000000000
9121382	0x129a563d6ce696fd9b027f1e3da13fa80fd198a92b77ae60147737d7a3ba9986	1	99885	1062959	35000000000
9121382	0x1be29a5af24ff4883ef02895e58c4b1b78a470e42c59d1670a20687113363cbd	1	99897	1262741	35000000000
9121382	0x1bf914b77dd6997f7383f0231e238e142c50a4e4cba7433dd72e2c153d582469	1	99861	763304	35000000000
9121382	0x46ab42213b0f9c10a644af1228a2ed6de4c07b2549603c228aa4f3489b414d08	1	99885	1162844	35000000000
9121382	0x76d91acc214328cf661f08e290c3b41a199286e4d7a5b5d0e19c3144443c1e99	1	99885	963074	35000000000
9121382	0xbc2d763f66a86c715b9eb97e53e33eef9de1ba28b5fcd2e0e32bdc1f145b7342	1	99885	863189	35000000000
9121382	0xdc5bb5f02918fb5a3044f446bad8bbe8535352cf3497e8b724b302b8e67acd39	1	99885	1362626	35000000000
9121395	0xa0219382822c8241f362b98de1a62fecf5913ceb7b5c6eddabae2d53a72012cc	1	99897	2542217	35000000000
9121412	0x69b0451c2e49853d67b40226fddc43d36dcd40415c2aed7333f2a573afdafb13	1	89045	483140	30000000000
9121412	0x7490582cdbe99a932f7e92ca1a6286c3b0bf83cba9901845eb090161ac5facff	1	89021	305050	30000000000
9121412	0x76fc5d1afb6b5a10ed578d53fabda2fb60aeba58613f959e6fb5063f2087ec42	1	89045	394095	30000000000
9121412	0x7d86736f9788e4f7dcb79353b00e544ed8d92d79176aab007ba33bcc06e11e37	1	89045	572185	30000000000
9121412	0x97d264a3387de327abf4fc730a4790a386d8e48d8dbae8af6393a0eb270eea82	1	89045	661230	30000000000
9121413	0x10aa311025ddff7a43b377f61e26d095cada6a911a677370b34329ce374ea115	1	107677	1922721	35000000000
9121413	0x1e5fd6cd9609af4dfd0b928d03bfd728ac2c4c63456e12039ab615edfd088a52	1	107701	2245776	35000000000
9121413	0x70ecd616c37df5699b0956be1e9f052b5ad14d33dcd80642206f1bb37c52cee5	1	107677	1815044	35000000000
9121413	0x8b0a62ec9cd726562f745e3d43c4c628b41b0c952b439df96295589364c58d31	1	107677	2138075	35000000000
9121413	0xa71b85148e6d3fbfdaaa47b6a30f848e510cdbf3943ed923bb2b339576a5cafe	1	89057	2668332	30000000000
9121413	0xb1ab85bcd2c8ab467a4f3ab7fe582d97f792165c0125d4dc8eb9ce812aefae6c	1	107677	2030398	35000000000
